"Align Left (Alt + Shift + L)","Poravnaj Levo (Alt + Shift + L)"
"Align Center (Alt + Shift + C)","Poravnaj na Sredino (Alt + Shift + C)"
"Align Right (Alt + Shift + R)","Poravnaj Desno (Alt + Shift + R)"
"Align Full (Alt + Shift + J)","Polna Poravnava (Alt + Shift + J)"
"Outdent","Zmanjšaj zamik"
"Indent","Povečaj zamik"
"Undo (Ctrl + Z)","Razveljavi (Ctrl + Z)"
"Redo (Ctrl + Y)","Obnovi (Ctrl + Y)"
"Cleanup messy code","Prečisti neurejeno kodo"
"Edit HTML Source","Uredi HTML izvorno kodo"
"Subscript","Podpisano"
"Superscript","Nadpisano"
"Insert horizontal ruler","Vstavi vodoravno ravnilo"
"Remove formatting","Odstrani oblikovanje"
"Select text color","Izberi barvo besedila"
"Select background color","Izberite barvo ozadja"
"Insert custom character","Vstavi poseben znak"
"Toggle guidelines/invisible elements","Preklopi nevidne elemente"
"Insert/edit anchor","Vstavi/uredi sidro"
"Cut","Izreži"
"Copy","Kopiraj"
"Paste","Prilepi"
"Image properties","Lastnosti slike"
"New document","Nov dokument"
"Help","Pomoč"
"Path","Pot"
"Are you sure you want to clear all contents?","Ali ste prepričani, da želite izbrisati vsebino?"
"Jump to tool buttons - Alt+Q, Jump to editor - Alt-Z, Jump to element path - Alt-X","Skoči na orodne gumbe - Alt+Q, skoči v urejevalnik - Alt+Z, skoči do poti elementa - Alt-X"
"Accessibility Help","Pomoč pri dostopnosti"
"Press ALT F10 for toolbar. Press ALT 0 for help.","Pritisnite ALT F10 za orodno vrstico. Pritisnite ALT 0 za pomoč."
"Toolbar","Orodna vrstica"
"About TinyMCE","Vizitka TinyMCE"
"About","Vizitka"
"License","Licenca"
"Plugins","Vtičniki"
"Plugin","Vtičnik"
"Author","Avtor"
"Version","Različica"
"Loaded plugins","Naloženi vtičniki"
"Anchor name","Ime sidra"
"HTML Source Editor","Urejevalnik HTML kode"
"Word wrap","Oblivanje besed"
"Select a color","Izberi barvo"
"Picker","Izbirnik"
"Color picker","Izbirnik barve"
"Palette","Paleta"
"Palette colors","Barve palete"
"Named","Imenovan"
"Named colors","Imenovane barve"
"Color:","Barva:"
"Name:","Ime:"
"Select custom character","Izberite posebni znak"
"Use left and right arrows to navigate.","Uporabite levo in desno puščico za navigacijo."
"Image URL","URL fotografije"
"Image description","Opis slike"
"Image list","Seznam slik"
"Border","Rob"
"Dimensions","Dimenzije"
"Vertical space","Navpični presledek"
"Horizontal space","Vodoravni presledek"
"Baseline","Osnovna črta"
"Top","Vrh"
"Middle","Sredina"
"Bottom","Dno"
"Text top","Vrh besedila"
"Text bottom","Dno besedila"
"Link URL","URL povezave"
"Target","Ciljni okvir"
"Open link in the same window","Odpri povezavo v istem oknu"
"Open link in a new window","Odpri povezavo v novem oknu"
"The URL you entered seems to be an email address, do you want to add the required mailto: prefix?","URL, ki ste ga vnesli, zgleda naslov elektronske pošte: želite da dodam obvezno mailto: predpono?"
"The URL you entered seems to external link, do you want to add the required http:// prefix?","URL, ki ste ga vnesli, zgleda naslov spletne strani: želite, da dodam obvezno http:// predpono?"
"Link list","Seznam povezav"
"General Usage","Splošna uporaba"
"General","Splošno"
"Advanced","Dodatno"
"File/URL","Datoteka/URL"
"List","Seznam"
"Constrain proportions","Zakleni razmerje"
"Type","Tip"
"Name","Ime"
"V-Space","Vertikalni prostor"
"H-Space","Horizontalni prostor"
"Auto play","Samodejno predvajaj"
"Loop","Zankaj"
"Show menu","Prikaži meni"
"Quality","Kvaliteta"
"Scale","Skaliraj"
"Align","Poravnava"
"SAlign","Poravnava S"
"Base","Osnova"
"Flashvars","Nastavitve flash"
"Cache","Predpomnenje"
"Hidden","Skrito"
"Controller","Nadzorni element"
"Kiosk mode","Razstaviteljski način"
"Play every frame","Predvajaj vsako sličico"
"Target cache","Ciljno predpomnenje"
"No correction","Brez popravkov"
"Enable JavaScript","Vklopi JavaScript"
"Start time","Začetni čas"
"End time","Končni čas"
"Choke speed","Omejitev hitrosti nalaganja"
"Volume","Glasnost"
"Auto start","Samodejno začni"
"Enabled","Vklopljen"
"Fullscreen","Cel zaslon"
"Invoke URLs","Kliči URL-je"
"Mute","Brez glasu"
"Stretch to fit","Raztegni"
"Windowless video","Brezokenski video"
"Balance","Ravnovesje"
"Base URL","Temeljni URL"
"Captioning id","ID Napisov"
"Current marker","Trenutna oznaka"
"Current position","Trenutni položaj"
"Default frame","Privzeti okvir"
"Play count","Število predvajanj"
"Rate","Hitrost"
"UI Mode","UI Način"
"Flash options","Možnosti Flash"
"QuickTime options","Možnosti QuickTime"
"Windows media player options","Možnosti Windows media predvajalnika"
"Real media player options","Možnosti Real media player"
"Shockwave options","Možnosti Shockwave"
"Auto goto URL","Samodejno skoči na URL"
"Image status","Status slike"
"Maintain aspect","Ohrani razmerje"
"No java","Brez jave"
"Prefetch","Vnaprejšnje nalaganje"
"Shuffle","Pomešano"
"Console","Konzola"
"Num loops","Zanke num"
"Controls","Kontrolniki"
"Sound","Zvok"
"Progress","Napredovanje"
"Top left","Zgoraj levo"
"Top right","Zgoraj desno"
"Bottom left","Spodaj levo"
"Bottom right","Spodaj desno"
"Flash video options","Nastavitve flash videa"
"Scale mode","Način spreminjanja velikosti"
"Buffer","Predpomnilnik"
"Start image","Začni sliko"
"Default volume","Privzeti nosilec"
"Hidden GUI","Skrit GUI"
"Show scale modes","Pokaži načine spreminjanja velikosti"
"Smooth video","Tekoč video"
"HTML5 Video Options","HTML5 video možnosti"
"Alternative source 1","Alternativni vir 1"
"Alternative source 2","Alternativni vir 2"
"Preload","Predpomnenje"
"Source","Vir"
"Show/Hide Kitchen Sink (Alt + Shift + Z)","Skrij/Pokaži Pomivalno Korito (Alt + Shift + Z)"
"Insert More Tag (Alt + Shift + T)","Vstavi Več Značka (Alt + Shift + T)"
"Insert Page break (Alt + Shift + P)","Vstavi Prelom Strani (Alt + Shift + P)"
"More...","Več..."
"Next page...","Naslednja stran..."
"Add Media","Dodaj Medij"
"Add an Image","Dodaj fotografijo"
"Add Video","Dodaj video"
"Add Audio","Dodaj glasbo"
"Edit Gallery","Uredi galerijo"
"Delete Gallery","Zbriši galerijo"
"Distraction Free Writing mode (Alt + Shift + W)","Način pisanja brez motenj (Alt + Shift + W)"
"Edit Image","Uredi sliko"
"Delete Image","Zbriši sliko"
"Advanced Settings","Napredne nastavitve"
"Size","Velikost"
"Thumbnail","Predogledna sličica"
"Medium","Srednje"
"Full Size","Polna velikost"
"Current Link","Trenutna povezava"
"Link to Image","Povezava na sliko"
"Enter a link URL or click above for presets.","Vnesite URL povezave ali kliknite za predstavljene URL naslove."
"Advanced Image Settings","Napredne nastavitve slike"
"Width","Širina"
"Height","Višina"
"Original Size","Originalna velikost"
"CSS Class","CSS razred"
"Advanced Link Settings","Napredne nastavitve povezav"
"Link Rel","Relacija Povezave"
"Caption","Napis"
"Alternative Text","Nadomestno besedilo"
"Rich Editor Help","Pomoč za grafični urejevalnik"
"Basics of Rich Editing","Osnove grafičnega urejanja"
"Basics","Osnove"
"Advanced use of the Rich Editor","Napredna uporaba grafičnega urejevalnika"
"Hotkeys","Hitre tipke"
"About the software","O programu"
"Rich Editing Basics","Osnove grafičnega urejevalnika"
"<em>Rich editing</em>, also called WYSIWYG for What You See Is What You Get, means your text is formatted as you type. The rich editor creates HTML code behind the scenes while you concentrate on writing. Font styles, links and images all appear approximately as they will on the internet.","<em>Grafično urejanje</em>, imenovano tudi WYSIWYG oziroma What You See Is What You Get, predstavlja oblikovanje besedila med pisanjem. Grafični urejevalnik ustvari kodo HTML v ozadju, med tem, ko se vi osredotočite na pisanje. Pisave, povezave in slike so prikazane tako, kot bodo prikazane na spletu."
"WordPress includes a rich HTML editor that works well in all major web browsers used today. However editing HTML is not the same as typing text. Each web page has two major components: the structure, which is the actual HTML code and is produced by the editor as you type, and the display, that is applied to it by the currently selected WordPress theme and is defined in style.css. WordPress is producing valid XHTML 1.0 which means that inserting multiple line breaks (BR tags) after a paragraph would not produce white space on the web page. The BR tags will be removed as invalid by the internal HTML correcting functions.","WordPress ima dober urejevalnik besedil, ki deluje dobro v vseh današnjih glavnih spletnih brskalnikih. Vseeno urejanje HTML kode ni isto kot pisanje teksta. Vsaka spletna stran ima dva sestavna dela: struktura, ki je dejanska HTML koda in jo ustvarja urejevalec ko tipka, in prikaz, s katerim oblikuje tekst trenutna WordPress tema in je določen v datoteki style.css. WordPress ustvari veljavno XHTML 1.0 kodo, kar pomeni da, če vstavite več prelomov vrstice (BR element) na koncu odstavka, ne bo ustvarilo praznega prostora na spletni strani. Namreč, BR elemente bo notranji HTML urejevalec odstranil, ker niso veljavni ukazi."
"While using the editor, most basic keyboard shortcuts work like in any other text editor. For example: Shift+Enter inserts line break, Ctrl+C = copy, Ctrl+X = cut, Ctrl+Z = undo, Ctrl+Y = redo, Ctrl+A = select all, etc. (on Mac use the Command key instead of Ctrl). See the Hotkeys tab for all available keyboard shortcuts.","V urejevalniku besedil deluje večina bližnjic drugih urejevalnikov. Kot primer: Shift+Enter predstavlja prelom vrstice, Ctrl+C = kopiraj, Ctrl+X = izreži, Ctrl+Z = ponastavi, Ctrl+Y = ponovi, Ctrl+A = izberi vse, itd. (Na MAC uporabite tipko Command namesto Ctrl). Glej tudi zavihek Hitri Gumbi za vse bljižnice na tipkovnici."
"If you do not like the way the rich editor works, you may turn it off from Your Profile submenu, under Users in the admin menu.","Če vam končni rezultat urejenega besedila ni všeč, urejevalnik lahko izklopite v vašem profilu."
"Advanced Rich Editing","Napredno grafično urejanje"
"Images and Attachments","Slike in priponke"
"There is a button in the editor toolbar for inserting images that are already hosted somewhere on the internet. If you have a URL for an image, click this button and enter the URL in the box which appears.","V orodni vrstici urejevalnika obstaja gumb, ki omogoča vstavljanje slik, ki so že objavljene na spletu. Če poznate naslov URL slike, kliknite ta gumb in vnesite naslov URL v oknu, ki se pojavi."
"If you need to upload an image or another media file from your computer, you can use the Media Library button above the editor. The media library will attempt to create a thumbnail-sized copy from each uploaded image. To insert your image into the post, first click on the thumbnail to reveal a menu of options. When you have selected the options you like, click \"Insert into Post\" and your image or file will appear in the post you are editing.","Če želite s svojega računalnika prenesti sliko ali drugo medijsko datoteko, lahko uporabite gumbe medijske knjižnice pod urejevalnikom. Kadar prenesete sliko bo poskusilo orodje pripraviti predogledno sličico. Za vstavljanje prenesene slike v prispevek najprej kliknite na predogledno sličico, da se prikaže meni z možnostmi. Nato zberite želene možnosti in kliknite \"Vstavi v prispevek\" in slika ali datoteka se bo pojavila v prispevku, ki ga urejate."
"HTML in the Rich Editor","Koda HTML v grafičnem urejevalniku"
"Any HTML entered directly into the rich editor will show up as text when the post is viewed. What you see is what you get. When you want to include HTML elements that cannot be generated with the toolbar buttons, you must enter it by hand in the Text editor. Examples are tables and &lt;code&gt;. To do this, click the Text tab and edit the code, then switch back to Visual mode. If the code is valid and understood by the editor, you should see it rendered immediately.","Vsa HTML koda, ki jo boste vnesli v grafičnem urejevalniku, bo prikazana kot besedilo. Kar vidite, to dobite. Če želite uporabiti HTML elemente, ki jih z orodno vrstico ne morete ustvariti, morate kodo HTML vnesti ročno v Tekst urejevalniku. Primera sta tabele in &lt;code&gt;. To storite tako, da kliknete Tekst gumb, uredite kodo prispevka in preklopite spet na grafični urejevalnik. Če je koda veljavna in jo urejevalnik razume, jo bo prikazal."
"Pasting in the Rich Editor","Prilepljanje v grafičnem urejevalniku"
"When pasting content from another web page the results can be inconsistent and depend on your browser and on the web page you are pasting from. The editor tries to correct any invalid HTML code that was pasted, but for best results try using the Text tab or one of the paste buttons that are on the second row. Alternatively try pasting paragraph by paragraph. In most browsers to select one paragraph at a time, triple-click on it.","Ko prilepite vsebino druge spletne strani je rezultat lahko neskladen in je odvisen bodisi od brskalnika kot tudi spletne strani iz katere ste vzeli vsebino. Urejevalnik bo skušal avtomatično popraviti neveljavno HTML kodo, ki ste jo prilepili, vseeno pa priporočamo uporabo Tekst zavihka ali enega od gumbov za prilepljanje iz druge vrstice. Druga možnost je da poizkusite prilepiti vsak odstavek posebej. V večinoma brskalnikih lahko izberete cel odstavek s trojnim klikom nanj."
"Pasting content from another application, like Word or Excel, is best done with the Paste from Word button on the second row, or in Text mode.","Če želite besedilo kopirati iz drugega urejevalnika besedil kot sta Word in Excel, priporočamo ukaz \"Kopiraj iz Worda\", katerega najdete v drugi vrstici ali v Tekst načinu."
"Writing at Full Speed","Pisanje s polno hitrostjo"
"Rather than reaching for your mouse to click on the toolbar, use these access keys. Windows and Linux use Ctrl + letter. Macintosh uses Command + letter.","Namesto miškinega klika na orodno vrstico lahko uporabite naslednje tipke. Za Windows in Linux uporabite Ctrl + črka, za Macintosh pa Command + črka."
"Letter","Tipka"
"Action","Ukaz"
"Select all","Izberi vse"
"Undo","Razveljavi"
"Redo","Obnovi"
"Bold","Krepko"
"Italic","Ležeče"
"The following shortcuts use different access keys: Alt + Shift + letter.","Naslednji ukazi za bližnjico uporabljajo kombinacijo tipk Alt + Shift + željena črka."
"Check Spelling","Preveri črkovanje"
"Align Left","Poravnaj levo"
"Justify Text","Poravnaj besedilo"
"Align Center","Poravnaj sredinsko"
"Strikethrough","Prečrtano"
"Align Right","Poravnaj desno"
"Insert link","Vstavi povezavo"
"Remove link","Odstrani povezavo"
"Quote","Citat"
"Insert Image","Vstavi sliko"
"Distraction Free Writing mode","Način pisanja brez motenj"
"Insert More Tag","Vstavi značko za Več"
"Insert Page Break tag","Vstavi značko za prelom strani"
"Editor width in Distraction Free Writing mode:","Širina urejevalnika v načinu pisanja brez motenj:"
"Wider","Širše"
"Narrower","Ožje"
"Default width","Privzeta širina"
"Version:","Različica: "
"TinyMCE is a platform independent web based Javascript HTML WYSIWYG editor released as Open Source under %sLGPL</a>\tby Moxiecode Systems AB. It has the ability to convert HTML TEXTAREA fields or other HTML elements to editor instances.","TinyMCE je spletni urejevalnik za HTML WYSIWYG napisan v Javascriptu in izdan pod odprto-kodo %sLGPL</a> s strani Moxiecode Systems AB. Zmore pretvoriti HTML TEXTAREA značke in druge HTML elemente v instance urejevalnika."
"Copyright &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>, All rights reserved.","Vse pravice pridržane &copy; 2003-2011, <a href=\"http://www.moxiecode.com\" target=\"_blank\">Moxiecode Systems AB</a>."
"For more information about this software visit the <a href=\"http://tinymce.com\" target=\"_blank\">TinyMCE website</a>.","Za več informacij o tej programski opremi, obiščite <a href=\"http://tinymce.com\" target=\"_blank\">TinyMCE spletišče</a>."
"Got Moxie?","Imate Moxie?"
"Comments Feed","Vir Komentarjev"
"Edit This","Uredi"
"Edit comment","Uredi komentar"
"Edit Link","Uredi povezavo"
"Use commas instead of %s to separate excluded categories.","Uporabite vejice namesto %s da naštejete izključene kategorije."
"Previous Post","Prejšnji prispevek"
"Next Post","Naslednji prispevek"
"Newer Comments &raquo;","Novejši komentarji &raquo;"
"&laquo; Older Comments","&laquo; Starejši komentarji"
"This is the short link.","To je hitra povezava."
"Your server is running PHP version %s but WordPress %s requires at least %s.","Vaš strežnik teče na PHP različici %s WordPress %s pa zahteva najmanj %s."
"Your PHP installation appears to be missing the MySQL extension which is required by WordPress.","Vse kaže, da PHP instalacija ne vsebuje MySQL dodatka, ki je potreben za delovanje WordPress-a."
"Maintenance","Vzdrževanje"
"Briefly unavailable for scheduled maintenance. Check back in a minute.","Začasno nedostopno zaradi vzdrževanja. Poskusite čez par minut."
"<strong>ERROR</strong>: <code>$table_prefix</code> in <code>wp-config.php</code> can only contain numbers, letters, and underscores.","<strong>Napaka</strong>: <code>$table_prefix</code> v <code>wp-config.php</code> lahko vsebuje samo številke, črke in podvezaje."
"The site you have requested is not installed properly. Please contact the system administrator.","Zahtevano spletišče ni pravilno nameščeno. Kontaktirajte sistemskega upravitelja."
"S_Sunday_initial","N"
"M_Monday_initial","P"
"T_Tuesday_initial","T"
"W_Wednesday_initial","S"
"T_Thursday_initial","Č"
"F_Friday_initial","P"
"S_Saturday_initial","S"
"am","dop"
"pm","pop"
"AM","dop"
"PM","pop"
"number_format_thousands_sep","."
"number_format_decimal_point",","
"Drop files to upload","Spustite datoteke za nalaganje"
"Upload Limit Exceeded","Omejitev nalaganja je bila presežena"
"Drop files anywhere to upload","Odložite datoteke kjerkoli za nalaganje"
"Select Files","Izberi datoteke"
"Maximum upload file size: %d%s.","Omejitev velikosti datotek pri nalaganju: %d%s."
"Your browser has some limitations uploading large files with the multi-file uploader. Please use the <a href=\"%s\" target=\"%s\">browser uploader</a> for files over 100MB.","Vaš brskalnik ima nekaj omejitev pri uporabi več-datotečnega nalagatelja. Prosim, uporabite <a href=\"%s\" target=\"%s\">vgrajen nalagalnik</a> za datoteke večje kot 100MB."
"Uploading","Nalaganje"
"Dismiss Errors","Opusti napake"
"Error","Napaka "
"Deselect","Prekliči izbiro"
"Caption this image&hellip;","Opišite to sliko&hellip;"
"Describe this video&hellip;","Opišite ta video&hellip;"
"Describe this audio file&hellip;","Opišite ta zvočni posnetek&hellip;"
"Describe this media file&hellip;","Opišite to medijsko datoteko&hellip;"
"Attachment Details","Podrobnosti priponke"
"Refresh","Osveži"
"Delete Permanently","Trajno izbriši"
"Alt Text","Alternativno besedilo"
"Description","Opis"
"Edit","Uredi"
"Clear","Počisti"
"Attachment Display Settings","Nastavitve prikaza priponke"
"Link To","Povezava na"
"Custom URL","URL po meri"
"Attachment Page","Stran priponke"
"Media File","Medijska datoteka"
"Large","Veliko"
"Gallery Settings","Nastavitve galerije"
"Columns","Stolpci"
"Random Order","Naključna razvrstitev"
"No editor could be selected.","Nobenega urejevalnika ni bilo mogoče izbrati."
"Allowed Files","Dovoljene Datoteke"
"Select","Izberi"
"%d selected","%d izbranih"
"Drag and drop to reorder images.","Potegni in spusti za razporejanje slik."
"Upload Files","Naloži datoteke"
"Upload Images","Naloži slike"
"Media Library","Medijska knjižnica"
"Insert Media","Vstavi Medije"
"Create a new gallery","Ustvari novo galerijo"
"&#8592; Return to library","&#8592; Nazaj v knjižnico"
"All media items","Vse medijske datoteke"
"No items found.","Ni najdenih predmetov."
"Insert into page","Vstavi v stran"
"Insert into post","Vstavi v prispevek"
"Uploaded to this page","Naloži na to stran"
"Uploaded to this post","Naloži na ta prispevek"
"You are about to permanently delete this item.\n  'Cancel' to stop, 'OK' to delete.","Izbran predmet boste trajno izbrisali. \n  'Prekliči' za preklic, 'OK' za izbris."
"Insert from URL","Vstavi iz URL naslova"
"Set Featured Image","Nastavi prikazno sliko"
"Set featured image","Nastavi prikazno sliko"
"Create Gallery","Ustvari galerijo"
"&#8592; Cancel Gallery","&#8592; Prekini galerijo"
"Insert gallery","Vstavi galerijo"
"Update gallery","Posodobi galerijo"
"Add to gallery","Dodaj v galerijo"
"Add to Gallery","Dodaj v Galerijo"
"Reverse order","Obrnjen vrstni red"
"The constant <code>VHOST</code> <strong>is deprecated</strong>. Use the boolean constant <code>SUBDOMAIN_INSTALL</code> in wp-config.php to enable a subdomain configuration. Use is_subdomain_install() to check whether a subdomain configuration is enabled.","Konstanta <code>VHOST</code> <strong>je zastarela</strong>. Uporabite booleansko konstanto  <code>SUBDOMAIN_INSTALL</code> v wp-config.php za vklop poddomen. Uporabite  is_subdomain_install(), da ugotovite, če so poddomene vklopljene."
"<strong>Conflicting values for the constants VHOST and SUBDOMAIN_INSTALL.</strong> The value of SUBDOMAIN_INSTALL will be assumed to be your subdomain configuration setting.","<strong>Konfliktne vrednosti za konstante VHOST in SUBDOMAIN_INSTALL.</strong> Vrednost konstante SUBDOMAIN_INSTALL bo odvisna od nastavitve poddomen."
"The requested user does not exist.","Ta uporabnik ne obstaja."
"That user does not exist.","Ta uporabnik ne obstaja."
